20240725123731,0.00,-0.00,1.02
20240725123731,0.00,-0.00,1.02
20240725123731,0.00,-0.00,1.02
20240725123731,0.00,-0.00,1.02
20240725123731,0.00,-0.00,1.02
20240725123731,0.00,-0.00,1.02
20240725123731,0.00,-0.00,1.02
20240725123731,0.00,-0.00,1.02
20240725123732,0.00,-0.00,1.02
20240725123732,0.00,-0.00,1.02
20240725123732,0.00,-0.00,1.02
20240725123732,0.00,-0.00,1.02
20240725123732,0.00,-0.00,1.02
20240725123732,0.00,-0.00,1.02
20240725123732,0.00,-0.00,1.02
20240725123732,0.00,-0.00,1.02
20240725123732,0.00,-0.00,1.02
20240725123733,0.00,-0.00,1.02
20240725123733,0.00,-0.00,1.02
20240725123733,0.00,-0.00,1.02
20240725123733,0.00,-0.00,1.02
20240725123733,0.00,-0.00,1.02
20240725123733,0.00,-0.00,1.02
20240725123733,0.00,-0.00,1.02
20240725123733,0.00,-0.00,1.02
20240725123733,0.00,-0.01,1.02
20240725123733,0.00,-0.00,1.02
20240725123734,0.00,-0.00,1.02
20240725123734,0.00,-0.00,1.02
20240725123734,0.00,-0.00,1.02
20240725123734,0.00,-0.00,1.02
20240725123734,0.00,-0.00,1.02
20240725123734,0.00,-0.00,1.02
20240725123734,0.00,-0.00,1.02
20240725123734,0.00,-0.00,1.02
20240725123734,0.00,-0.00,1.02
20240725123735,0.00,-0.00,1.02
20240725123735,0.00,-0.00,1.02
20240725123735,0.00,-0.00,1.02
20240725123735,0.00,-0.00,1.02
20240725123735,0.00,-0.00,1.02
20240725123735,0.00,-0.00,1.02
20240725123735,0.00,-0.00,1.02
20240725123735,0.00,-0.00,1.02
20240725123735,0.00,-0.00,1.02
20240725123735,0.00,-0.00,1.02
20240725123736,0.00,-0.00,1.02
20240725123736,0.00,-0.00,1.02
20240725123736,0.00,-0.00,1.02
20240725123736,0.00,-0.00,1.02
20240725123736,0.00,-0.00,1.02
20240725123736,0.00,-0.01,1.02
20240725123736,0.00,-0.00,1.02
20240725123736,0.00,-0.00,1.02
20240725123736,0.00,-0.00,1.02
20240725123737,0.00,-0.00,1.02
20240725123737,0.00,-0.00,1.02
20240725123737,0.00,-0.00,1.02
20240725123737,0.00,-0.00,1.02
20240725123737,0.00,-0.00,1.02
20240725123737,0.00,-0.00,1.02
20240725123737,0.00,-0.00,1.02
20240725123737,0.00,-0.00,1.02
20240725123737,0.00,-0.00,1.02
20240725123737,0.00,-0.00,1.02
20240725123738,0.00,-0.00,1.02
20240725123738,0.00,-0.00,1.02
20240725123738,0.00,-0.00,1.02
20240725123738,0.00,-0.00,1.02
20240725123738,0.00,-0.00,1.02
20240725123738,0.00,-0.00,1.02
20240725123738,0.00,-0.00,1.02
20240725123738,0.00,-0.00,1.02
20240725123738,0.00,-0.00,1.02
20240725123738,0.00,-0.01,1.02
20240725123739,0.00,-0.00,1.02
20240725123739,0.00,-0.00,1.02
20240725123739,0.00,-0.00,1.02
20240725123739,0.00,-0.00,1.02
20240725123739,0.00,-0.00,1.02
20240725123739,0.00,-0.00,1.02
20240725123739,0.00,-0.00,1.02
20240725123739,0.00,-0.00,1.02
20240725123739,0.00,-0.00,1.02
20240725123740,0.00,-0.00,1.02
20240725123740,0.00,-0.00,1.02
20240725123740,0.00,-0.00,1.02
20240725123740,0.00,-0.00,1.02
20240725123740,0.00,-0.00,1.02
20240725123740,0.00,-0.00,1.02
20240725123740,0.00,-0.00,1.02
20240725123740,0.00,-0.00,1.02
20240725123740,0.00,-0.01,1.02
20240725123740,0.00,-0.00,1.02
