Timestamp,Z
3/9/2024 11:27,-0.995544434
3/9/2024 11:27,-0.995193481
3/9/2024 11:27,-0.996459961
3/9/2024 11:27,-0.996368408
3/9/2024 11:27,-0.996353149
3/9/2024 11:27,-0.996551514
3/9/2024 11:27,-0.996429443
3/9/2024 11:27,-0.995147705
3/9/2024 11:27,-0.996398926
3/9/2024 11:27,-0.994857788
3/9/2024 11:27,-0.995864868
3/9/2024 11:28,-0.997634888
3/9/2024 11:28,-0.995223999
3/9/2024 11:28,-0.99559021
3/9/2024 11:28,-0.99432373
3/9/2024 11:28,-0.995910645
3/9/2024 11:28,-0.995819092
3/9/2024 11:28,-0.995956421
3/9/2024 11:28,-0.996505737
3/9/2024 11:28,-0.995925903
3/9/2024 11:28,-0.997512817
3/9/2024 11:28,-0.996353149
3/9/2024 11:28,-0.99520874
3/9/2024 11:28,-0.996368408
3/9/2024 11:28,-0.996643066
3/9/2024 11:28,-0.995635986
3/9/2024 11:28,-0.996429443
3/9/2024 11:28,-0.998016357
3/9/2024 11:28,-0.997360229
3/9/2024 11:28,-0.995681763
3/9/2024 11:28,-0.996292114
3/9/2024 11:29,-0.993942261
3/9/2024 11:29,-0.996566772
3/9/2024 11:29,-0.994873047
3/9/2024 11:29,-0.995315552
3/9/2024 11:29,-0.996368408
3/9/2024 11:29,-0.995864868
3/9/2024 11:29,-0.997940063
3/9/2024 11:29,-0.996124268
3/9/2024 11:29,-0.996047974
3/9/2024 11:29,-0.996627808
3/9/2024 11:29,-0.99520874
3/9/2024 11:29,-0.995010376
3/9/2024 11:29,-0.996841431
3/9/2024 11:29,-0.995941162
3/9/2024 11:29,-0.994979858
3/9/2024 11:29,-0.996383667
3/9/2024 11:29,-0.996353149
3/9/2024 11:29,-0.99659729
3/9/2024 11:29,-0.996627808
3/9/2024 11:30,-0.995941162
3/9/2024 11:30,-0.995178223
3/9/2024 11:30,-0.996322632
3/9/2024 11:30,-0.99559021
3/9/2024 11:30,-0.995864868
3/9/2024 11:30,-0.996932983
3/9/2024 11:30,-0.994949341
3/9/2024 11:30,-0.995834351
3/9/2024 11:30,-0.99571228
3/9/2024 11:30,-0.996307373
3/9/2024 11:30,-0.996368408
3/9/2024 11:30,-0.99760437
3/9/2024 11:30,-0.995483398
3/9/2024 11:30,-0.995193481
3/9/2024 11:30,-0.996185303
3/9/2024 11:30,-0.996643066
3/9/2024 11:30,-0.995941162
3/9/2024 11:30,-0.995910645
3/9/2024 11:30,-1.002960205
3/9/2024 11:30,-0.99559021
3/9/2024 11:31,-0.993865967
3/9/2024 11:31,-0.996688843
3/9/2024 11:31,-0.997192383
3/9/2024 11:31,-0.996337891
3/9/2024 11:31,-0.996765137
3/9/2024 11:31,-0.995727539
3/9/2024 11:31,-0.995864868
3/9/2024 11:31,-0.995956421
3/9/2024 11:31,-0.995529175
3/9/2024 11:31,-0.994888306
3/9/2024 11:31,-0.995773315
3/9/2024 11:31,-0.997467041
3/9/2024 11:31,-0.995285034
3/9/2024 11:31,-0.99621582
3/9/2024 11:31,-0.996505737
3/9/2024 11:31,-0.99520874
3/9/2024 11:31,-0.995254517
3/9/2024 11:31,-0.994873047
3/9/2024 11:31,-0.99571228
3/9/2024 11:32,-0.996002197
3/9/2024 11:32,-0.995819092
3/9/2024 11:32,-0.995574951
3/9/2024 11:32,-0.997085571
3/9/2024 11:32,-0.996948242
3/9/2024 11:32,-0.994903564
3/9/2024 11:32,-0.996582031
3/9/2024 11:32,-0.996109009
3/9/2024 11:32,-0.995773315
3/9/2024 11:32,-0.996322632
3/9/2024 11:32,-0.996429443
3/9/2024 11:32,-0.995834351
3/9/2024 11:32,-0.99559021
3/9/2024 11:32,-0.996109009
3/9/2024 11:32,-0.995895386
3/9/2024 11:32,-0.995452881
3/9/2024 11:33,-0.996444702
3/9/2024 11:33,-0.996292114
3/9/2024 11:33,-0.996246338
3/9/2024 11:33,-0.995941162
3/9/2024 11:33,-0.995330811
3/9/2024 11:33,-0.995559692
3/9/2024 11:33,-0.996444702
3/9/2024 11:33,-0.994995117
3/9/2024 11:33,-0.996063232
3/9/2024 11:33,-0.996765137
3/9/2024 11:33,-0.995330811
3/9/2024 11:33,-0.997253418
3/9/2024 11:33,-0.995849609
3/9/2024 11:33,-0.996185303
3/9/2024 11:34,-0.996643066
3/9/2024 11:34,-0.995025635
3/9/2024 11:34,-0.995544434
3/9/2024 11:34,-0.996231079
3/9/2024 11:34,-0.995483398
3/9/2024 11:34,-0.995452881
3/9/2024 11:34,-0.996002197
3/9/2024 11:34,-0.996368408
3/9/2024 11:34,-0.996643066
3/9/2024 11:34,-0.996154785
3/9/2024 11:34,-0.996627808
3/9/2024 11:34,-0.996505737
3/9/2024 11:34,-0.994903564
3/9/2024 11:34,-0.996017456
3/9/2024 11:34,-0.995269775
3/9/2024 11:35,-0.995498657
3/9/2024 11:35,-0.996459961
3/9/2024 11:35,-0.994842529
3/9/2024 11:35,-0.996673584
3/9/2024 11:35,-0.99697876
3/9/2024 11:35,-0.995254517
3/9/2024 11:35,-0.997680664
3/9/2024 11:35,-0.995788574
3/9/2024 11:35,-0.996658325
3/9/2024 11:35,-0.996231079
3/9/2024 11:35,-0.996017456
3/9/2024 11:35,-0.996154785
3/9/2024 11:35,-0.997375488
3/9/2024 11:36,-0.996627808
3/9/2024 11:36,-0.995941162
3/9/2024 11:36,-0.994979858
3/9/2024 11:36,-1.270996094
3/9/2024 11:36,-0.873580933
3/9/2024 11:36,-0.974700928
3/9/2024 11:36,-0.922042847
3/9/2024 11:36,-0.9181060792024:09:03:11:55:44,-0.9181060791015625
2024:09:03:12:11:50,-0.9181060791015625
2024:09:03:12:12:21,-0.8710784912109375
2024:09:03:12:12:24,-0.88934326171875
2024:09:03:12:12:27,-0.9075469970703125
2024:09:03:12:12:30,-0.8893280029296875
2024:09:03:12:12:33,-1.0164337158203125
2024:09:03:12:12:36,-0.995941162109375
2024:09:03:12:12:39,-0.8604583740234375
2024:09:03:12:12:42,-0.995758056640625
2024:09:03:12:12:45,-0.995208740234375
2024:09:03:12:12:51,-0.9949798583984375
2024:09:03:12:12:54,-0.9954681396484375
2024:09:03:12:12:57,-0.99603271484375
2024:09:03:12:13:00,-0.9959716796875
2024:09:03:12:13:03,-0.99652099609375
2024:09:03:12:13:06,-0.9952850341796875
2024:09:03:12:13:09,-0.995025634765625
2024:09:03:12:13:12,-0.9960174560546875
2024:09:03:12:13:15,-0.9954071044921875
2024:09:03:12:13:18,-0.994781494140625
2024:09:03:12:13:22,-0.995941162109375
2024:09:03:12:13:25,-0.9962615966796875
2024:09:03:12:13:28,-0.9956207275390625
2024:09:03:12:13:31,-0.9954376220703125
2024:09:03:12:13:34,-0.995086669921875
2024:09:03:12:13:37,-0.99560546875
2024:09:03:12:13:40,-0.99639892578125
2024:09:03:12:13:43,-0.99493408203125
2024:09:03:12:13:46,-0.9957733154296875
2024:09:03:12:13:49,-0.9965972900390625
2024:09:03:12:13:52,-0.9957733154296875
2024:09:03:12:13:56,-0.99560546875
2024:09:03:12:14:00,-0.9951171875
2024:09:03:12:14:03,-0.99566650390625
2024:09:03:12:14:06,-0.99639892578125
2024:09:03:12:14:09,-0.9951934814453125
2024:09:03:12:14:12,-0.995819091796875
2024:09:03:12:14:15,-0.9965362548828125
2024:09:03:12:14:18,-0.9954681396484375
2024:09:03:12:14:21,-0.9965057373046875
2024:09:03:12:14:24,-0.995697021484375
2024:09:03:12:14:27,-0.995330810546875
2024:09:03:12:14:31,-0.9965667724609375
2024:09:03:12:14:34,-0.996490478515625
2024:09:03:12:14:37,-0.995574951171875
2024:09:03:12:14:40,-0.994873046875
2024:09:03:12:14:43,-0.9962310791015625
2024:09:03:12:14:46,-0.99627685546875
2024:09:03:12:14:49,-0.9964141845703125
2024:09:03:12:14:52,-0.99468994140625
2024:09:03:12:14:55,-0.9963836669921875
2024:09:03:12:14:58,-0.9950714111328125
2024:09:03:12:15:01,-0.9962158203125
