Timestamp,Z
2024:09:03:12:15:05,-0.9962921142578125
2024:09:03:12:15:08,-0.9964752197265625
2024:09:03:12:15:11,-0.9952545166015625
2024:09:03:12:15:14,-0.994873046875
2024:09:03:12:15:17,-0.995513916015625
2024:09:03:12:15:20,-0.9955291748046875
2024:09:03:12:15:23,-0.9949188232421875
2024:09:03:12:15:26,-0.996429443359375
2024:09:03:12:15:29,-0.9942779541015625
2024:09:03:12:15:32,-0.994964599609375
2024:09:03:12:15:35,-0.994842529296875
2024:09:03:12:15:39,-0.995513916015625
2024:09:03:12:15:42,-0.996734619140625
2024:09:03:12:15:45,-0.9954376220703125
2024:09:03:12:15:48,-0.9954986572265625
2024:09:03:12:15:51,-0.9958038330078125
2024:09:03:12:15:54,-0.9944305419921875
2024:09:03:12:15:57,-0.9952545166015625
2024:09:03:12:16:00,-0.9961090087890625
2024:09:03:12:16:03,-0.996429443359375
2024:09:03:12:16:06,-0.995330810546875
2024:09:03:12:16:09,-0.996124267578125
2024:09:03:12:16:13,-0.9942779541015625
2024:09:03:12:16:16,-0.9958648681640625
2024:09:03:12:16:19,-0.9957122802734375
2024:09:03:12:16:22,-0.99530029296875
2024:09:03:12:16:25,-0.99517822265625
2024:09:03:12:16:28,-0.9949188232421875
2024:09:03:12:16:31,-0.9965362548828125
2024:09:03:12:16:34,-0.99609375
2024:09:03:12:16:37,-0.9960174560546875
2024:09:03:12:16:40,-0.9962310791015625
2024:09:03:12:16:43,-0.996063232421875
2024:09:03:12:16:47,-0.995819091796875
2024:09:03:12:16:50,-0.996429443359375
2024:09:03:12:16:53,-0.994781494140625
2024:09:03:12:16:56,-0.995849609375
2024:09:03:12:16:59,-0.9954681396484375
2024:09:03:12:17:02,-0.9951324462890625
2024:09:03:12:17:06,-0.9948272705078125
2024:09:03:12:17:09,-0.996063232421875
2024:09:03:12:17:12,-0.9956512451171875
2024:09:03:12:17:15,-0.9957122802734375
2024:09:03:12:17:22,-1.00146484375
2024:09:03:12:17:26,-0.997833251953125
2024:09:03:12:17:29,-0.9947357177734375
2024:09:03:12:17:36,-0.9959869384765625
2024:09:03:12:17:39,-0.993865966796875
2024:09:03:12:17:42,-0.996246337890625
2024:09:03:12:17:50,-0.9964141845703125
2024:09:03:12:17:53,-0.99505615234375
2024:09:03:12:17:56,-0.99481201171875
2024:09:03:12:18:02,-0.995574951171875
2024:09:03:12:18:06,-0.995819091796875
2024:09:03:12:18:09,-0.9957122802734375
2024:09:03:12:18:15,-0.996246337890625
2024:09:03:12:18:19,-0.9942474365234375
2024:09:03:12:18:22,-0.9963531494140625
