Timestamp,Y
3/9/2024 11:27,-0.03237915
3/9/2024 11:27,-0.033309937
3/9/2024 11:27,-0.034179688
3/9/2024 11:27,-0.032943726
3/9/2024 11:27,-0.031265259
3/9/2024 11:27,-0.032806396
3/9/2024 11:27,-0.033157349
3/9/2024 11:27,-0.030670166
3/9/2024 11:27,-0.031326294
3/9/2024 11:27,-0.03338623
3/9/2024 11:27,-0.032958984
3/9/2024 11:27,-0.033889771
3/9/2024 11:27,-0.03326416
3/9/2024 11:27,-0.032363892
3/9/2024 11:28,-0.032485962
3/9/2024 11:28,-0.032913208
3/9/2024 11:28,-0.032974243
3/9/2024 11:28,-0.032897949
3/9/2024 11:28,-0.033279419
3/9/2024 11:28,-0.031158447
3/9/2024 11:28,-0.032974243
3/9/2024 11:28,-0.032531738
3/9/2024 11:28,-0.033187866
3/9/2024 11:28,-0.032943726
3/9/2024 11:28,-0.033569336
3/9/2024 11:28,-0.033401489
3/9/2024 11:28,-0.033569336
3/9/2024 11:28,-0.031768799
3/9/2024 11:28,-0.031951904
3/9/2024 11:28,-0.031936646
3/9/2024 11:28,-0.035842896
3/9/2024 11:28,-0.032196045
3/9/2024 11:28,-0.033828735
3/9/2024 11:29,-0.031341553
3/9/2024 11:29,-0.031967163
3/9/2024 11:29,-0.032821655
3/9/2024 11:29,-0.035751343
3/9/2024 11:29,-0.034210205
3/9/2024 11:29,-0.032470703
3/9/2024 11:29,-0.032348633
3/9/2024 11:29,-0.032196045
3/9/2024 11:29,-0.032669067
3/9/2024 11:29,-0.035064697
3/9/2024 11:29,-0.031356812
3/9/2024 11:29,-0.033706665
3/9/2024 11:29,-0.032333374
3/9/2024 11:29,-0.033615112
3/9/2024 11:29,-0.032073975
3/9/2024 11:29,-0.034179688
3/9/2024 11:29,-0.032699585
3/9/2024 11:29,-0.032852173
3/9/2024 11:29,-0.033676147
3/9/2024 11:29,-0.033065796
3/9/2024 11:30,-0.032394409
3/9/2024 11:30,-0.035507202
3/9/2024 11:30,-0.032806396
3/9/2024 11:30,-0.033111572
3/9/2024 11:30,-0.032974243
3/9/2024 11:30,-0.03187561
3/9/2024 11:30,-0.035873413
3/9/2024 11:30,-0.039321899
3/9/2024 11:30,-0.032913208
3/9/2024 11:30,-0.033447266
3/9/2024 11:30,-0.031951904
3/9/2024 11:30,-0.032836914
3/9/2024 11:30,-0.035339355
3/9/2024 11:30,-0.031463623
3/9/2024 11:30,-0.031021118
3/9/2024 11:30,-0.03314209
3/9/2024 11:30,-0.032531738
3/9/2024 11:30,-0.038711548
3/9/2024 11:30,-0.031478882
3/9/2024 11:31,-0.032821655
3/9/2024 11:31,-0.034973145
3/9/2024 11:31,-0.033493042
3/9/2024 11:31,-0.032302856
3/9/2024 11:31,-0.034515381
3/9/2024 11:31,-0.031219482
3/9/2024 11:31,-0.032592773
3/9/2024 11:31,-0.029373169
