Timestamp,X
3/9/2024 11:27,-0.006774902
3/9/2024 11:27,-0.007064819
3/9/2024 11:27,-0.008346558
3/9/2024 11:27,-0.010055542
3/9/2024 11:27,-0.008544922
3/9/2024 11:27,-0.007995605
3/9/2024 11:27,-0.006362915
3/9/2024 11:27,-0.006134033
3/9/2024 11:27,-0.008178711
3/9/2024 11:27,-0.008117676
3/9/2024 11:27,-0.005981445
3/9/2024 11:27,-0.006347656
3/9/2024 11:27,-0.007080078
3/9/2024 11:28,-0.007171631
3/9/2024 11:28,-0.007202148
3/9/2024 11:28,-0.006698608
3/9/2024 11:28,-0.008529663
3/9/2024 11:28,-0.007995605
3/9/2024 11:28,-0.007843018
3/9/2024 11:28,-0.008117676
3/9/2024 11:28,-0.008575439
3/9/2024 11:28,-0.007446289
3/9/2024 11:28,-0.007247925
3/9/2024 11:28,-0.006866455
3/9/2024 11:28,-0.008987427
3/9/2024 11:28,-0.007095337
3/9/2024 11:28,-0.006347656
3/9/2024 11:28,-0.00743103
3/9/2024 11:28,-0.008560181
3/9/2024 11:28,-0.004562378
3/9/2024 11:28,-0.008865356
3/9/2024 11:28,-0.005767822
3/9/2024 11:28,-0.007522583
3/9/2024 11:29,-0.00769043
3/9/2024 11:29,-0.007019043
3/9/2024 11:29,-0.006622314
3/9/2024 11:29,-0.006607056
3/9/2024 11:29,-0.006973267
3/9/2024 11:29,-0.005615234
3/9/2024 11:29,-0.009338379
3/9/2024 11:29,-0.012420654
3/9/2024 11:29,-0.004165649
3/9/2024 11:29,-0.007644653
3/9/2024 11:29,-0.00680542
3/9/2024 11:29,-0.007080078
3/9/2024 11:29,-0.009490967
3/9/2024 11:29,-0.007949829
3/9/2024 11:29,-0.008514404
3/9/2024 11:29,-0.008285522
3/9/2024 11:29,-0.006454468
3/9/2024 11:29,-0.006393433
3/9/2024 11:29,-0.008850098
3/9/2024 11:30,-0.009048462
3/9/2024 11:30,-0.005874634
3/9/2024 11:30,-0.008041382
3/9/2024 11:30,-0.007644653
3/9/2024 11:30,-0.008789063
3/9/2024 11:30,-0.006896973
3/9/2024 11:30,-0.007644653
3/9/2024 11:30,0.000564575
3/9/2024 11:30,-0.008132935
3/9/2024 11:30,-0.007736206
3/9/2024 11:30,-0.007324219
3/9/2024 11:30,-0.004974365
3/9/2024 11:30,-0.006454468
3/9/2024 11:30,-0.008361816
3/9/2024 11:30,-0.005325317
3/9/2024 11:30,-0.008300781
3/9/2024 11:30,-0.007369995
3/9/2024 11:30,-0.006820679
3/9/2024 11:30,-0.005279541
3/9/2024 11:31,-0.006393433
3/9/2024 11:31,-0.010284424
3/9/2024 11:31,-0.008163452
3/9/2024 11:31,-0.007904053
3/9/2024 11:31,-0.006835938
3/9/2024 11:31,-0.008056641
3/9/2024 11:31,-0.006835938
3/9/2024 11:31,-0.006652832
3/9/2024 11:31,-0.007583618
3/9/2024 11:31,-0.008117676
3/9/2024 11:31,-0.008346558
3/9/2024 11:31,-0.007827759
3/9/2024 11:31,-0.00793457
3/9/2024 11:31,-0.008117676
3/9/2024 11:31,-0.007766724
3/9/2024 11:31,-0.010284424
3/9/2024 11:31,-0.00680542
3/9/2024 11:31,-0.007369995
3/9/2024 11:31,-0.007644653
3/9/2024 11:31,-0.007980347
3/9/2024 11:32,-0.008544922
3/9/2024 11:32,-0.008575439
3/9/2024 11:32,-0.006500244
3/9/2024 11:32,-0.008026123
3/9/2024 11:32,-0.008560181
3/9/2024 11:32,-0.007461548
3/9/2024 11:32,-0.008514404
3/9/2024 11:32,-0.008499146
3/9/2024 11:32,-0.008621216
3/9/2024 11:32,-0.007339478
3/9/2024 11:32,-0.006011963
3/9/2024 11:32,-0.008224487
3/9/2024 11:32,-0.006744385
3/9/2024 11:32,-0.006057739
3/9/2024 11:32,-0.006958008
3/9/2024 11:32,-0.008605957
3/9/2024 11:32,-0.009384155
3/9/2024 11:32,-0.003662109
3/9/2024 11:32,-0.004760742
3/9/2024 11:33,-0.002807617
3/9/2024 11:33,-0.006271362
3/9/2024 11:33,-0.008285522
3/9/2024 11:33,-0.007965088
3/9/2024 11:33,-0.005783081
3/9/2024 11:33,-0.008132935
3/9/2024 11:33,-0.007965088
3/9/2024 11:33,-0.008285522
3/9/2024 11:33,-0.006378174
3/9/2024 11:33,-0.005722046
3/9/2024 11:33,-0.005157471
3/9/2024 11:33,-0.0027771
3/9/2024 11:33,-0.004501343
3/9/2024 11:33,-0.007385254
3/9/2024 11:33,-0.006134033
3/9/2024 11:33,-0.006866455
3/9/2024 11:33,-0.008850098
3/9/2024 11:33,-0.005813599
3/9/2024 11:34,-0.005050659
3/9/2024 11:34,-0.007965088
3/9/2024 11:34,-0.004821777
3/9/2024 11:34,-0.00718689
3/9/2024 11:34,-0.006835938
3/9/2024 11:34,-0.006576538
3/9/2024 11:34,-0.007949829
3/9/2024 11:34,-0.006515503
3/9/2024 11:34,-0.007141113
3/9/2024 11:34,-0.006622314
3/9/2024 11:34,-0.009063721
3/9/2024 11:34,-0.008270264
3/9/2024 11:34,-0.01008606
3/9/2024 11:34,-0.009109497
3/9/2024 11:34,-0.006454468
3/9/2024 11:34,-0.007766724
3/9/2024 11:34,-0.002441406
3/9/2024 11:34,-0.005081177
3/9/2024 11:35,-0.008636475
3/9/2024 11:35,-0.007110596
3/9/2024 11:35,-0.007797241
3/9/2024 11:35,-0.007369995
3/9/2024 11:35,-0.008956909
3/9/2024 11:35,-0.007232666
3/9/2024 11:35,-0.007858276
3/9/2024 11:35,-0.007904053
3/9/2024 11:35,-0.004730225
3/9/2024 11:35,-0.008422852
3/9/2024 11:35,-0.008483887
